entryid,customerid
164.0,159136
164.0,154465
164.0,31673
164.0,185227
164.0,196468
164.0,170805
164.0,68260
164.0,94796
164.0,72046
164.0,205481
164.0,200442
164.0,202434
164.0,100356
164.0,71027
164.0,201406
164.0,181384
164.0,87944
164.0,71098
164.0,199157
164.0,66676
164.0,126799
164.0,198821
164.0,194657
164.0,191148
164.0,197146
164.0,185052
164.0,106876
164.0,189763
164.0,94739
164.0,88016
164.0,167340
164.0,196679
164.0,168775
164.0,72704
164.0,68318
164.0,93854
164.0,103177
164.0,192010
164.0,72736
164.0,198144
164.0,65645
164.0,189576
164.0,86656
164.0,171134
164.0,96657
164.0,168108
164.0,191219
164.0,199748
164.0,163979
164.0,193643
164.0,165611
164.0,61777
164.0,31498
164.0,136382
164.0,165577
164.0,156926
164.0,118316
164.0,65629
164.0,199751
164.0,100338
164.0,71097
164.0,65646
164.0,164942
164.0,201364
164.0,180769
164.0,155213
164.0,90818
164.0,72429
164.0,95556
164.0,65612
164.0,167640
164.0,68302
164.0,87978
164.0,72078
164.0,21194
164.0,90817
164.0,65246
164.0,72825
164.0,126800
164.0,167586
164.0,71042
164.0,71043
164.0,65631
164.0,169559
164.0,160554
164.0,168551
164.0,31478
5.0,31478
2.0,31478
164.0,31675
2.0,31675
164.0,199110
164.0,169529
164.0,91257
164.0,201666
164.0,83437
164.0,103717
164.0,63406
164.0,171135
164.0,164560
164.0,64910
164.0,113876
164.0,67577
164.0,70744
164.0,84638
164.0,36971
164.0,77835
164.0,69992
164.0,164226
164.0,136024
164.0,188950
164.0,192066
164.0,110656
164.0,205620
164.0,196227
164.0,199788
164.0,164986
164.0,161976
164.0,31838
164.0,199131
164.0,123127
164.0,172350
164.0,31828
164.0,103777
164.0,204523
164.0,64276
164.0,63592
164.0,65368
164.0,200944
164.0,31852
164.0,103836
164.0,78157
164.0,114736
164.0,68198
164.0,84161
164.0,166121
164.0,65351
164.0,170335
164.0,74297
164.0,31842
164.0,69765
164.0,166684
164.0,63457
164.0,170064
164.0,196825
164.0,165014
164.0,108177
164.0,168126
164.0,166352
164.0,170299
164.0,31827
164.0,100498
164.0,65352
164.0,67476
164.0,170130
164.0,65036
164.0,102416
164.0,170666
164.0,165871
164.0,204278
224.0,204278
164.0,31477
164.0,64012
164.0,65130
164.0,94340
164.0,63460
164.0,166350
164.0,65110
164.0,170128
164.0,158577
164.0,200400
164.0,168781
164.0,62578
164.0,91318
164.0,31677
164.0,160132
164.0,165212
164.0,103779
164.0,64907
164.0,171014
164.0,81036
164.0,31840
164.0,64909
164.0,169954
164.0,103837
164.0,64947
164.0,63498
164.0,65525
164.0,66276
164.0,64912
164.0,64946
164.0,121717
164.0,65044
164.0,64966
164.0,85757
164.0,169554
2.0,32252
164.0,188523
164.0,32252
164.0,165987
164.0,200402
164.0,201354
164.0,62946
164.0,62982
164.0,167577
164.0,83084
164.0,56641
164.0,174781
164.0,64028
164.0,168195
164.0,56635
164.0,63022
164.0,92817
164.0,127237
164.0,85416
164.0,65027
164.0,66403
164.0,67235
164.0,64738
164.0,69808
164.0,190149
164.0,63458
164.0,71714
164.0,170586
164.0,66337
164.0,66278
164.0,156872
164.0,66279
164.0,63247
164.0,100237
164.0,64057
164.0,188806
164.0,66151
164.0,67556
164.0,185166
164.0,72615
164.0,97537
164.0,137603
164.0,72598
164.0,119456
164.0,66338
164.0,79391
164.0,163980
164.0,31888
164.0,75677
164.0,96398
164.0,78976
164.0,61776
164.0,188819
164.0,69565
164.0,169874
164.0,168104
164.0,69859
164.0,130050
164.0,80096
164.0,153661
164.0,65927
164.0,197115
164.0,55503
164.0,176262
164.0,71393
164.0,164873
164.0,69860
164.0,65391
164.0,79080
164.0,78535
164.0,167639
164.0,149977
164.0,174607
164.0,54841
224.0,54841
164.0,65628
164.0,174946
164.0,153660
164.0,65485
164.0,164872
164.0,174321
164.0,165576
164.0,128344
164.0,65486
164.0,81917
164.0,67316
164.0,65949
164.0,166124
164.0,65416
164.0,65928
164.0,169556
164.0,71441
164.0,197175
164.0,161517
164.0,130088
164.0,55541
164.0,151204
164.0,66298
164.0,74836
164.0,157447
164.0,65157
164.0,169154
164.0,68077
164.0,61906
164.0,149976
164.0,54759
224.0,54759
164.0,71457
164.0,36625
164.0,31916
164.0,142162
164.0,64309
164.0,72059
164.0,72040
164.0,86976
164.0,31787
164.0,102316
164.0,66720
164.0,69517
164.0,169922
164.0,62939
164.0,71517
164.0,80207
164.0,80205
164.0,200730
164.0,64685
164.0,87457
164.0,66719
164.0,63577
164.0,31455
164.0,89618
164.0,31465
164.0,62977
164.0,66734
164.0,101496
164.0,129951
164.0,61296
164.0,205353
164.0,111836
164.0,71133
164.0,68059
164.0,70897
164.0,84437
164.0,200731
164.0,63697
164.0,68921
164.0,67056
164.0,68315
164.0,71076
164.0,71755
164.0,188808
164.0,80242
164.0,66679
164.0,129117
164.0,80259
164.0,80263
164.0,64373
164.0,67563
164.0,64410
164.0,199641
164.0,69519
164.0,64288
164.0,64445
164.0,68160
164.0,169924
164.0,176420
164.0,64648
164.0,166346
164.0,64446
164.0,71018
164.0,157421
164.0,80340
164.0,169752
164.0,124865
164.0,66275
164.0,190644
164.0,31448
164.0,75301
164.0,75317
164.0,75916
164.0,62958
164.0,80243
164.0,129952
164.0,129723
164.0,174922
164.0,199642
164.0,64949
164.0,68599
164.0,71077
164.0,191139
164.0,71736
164.0,67075
164.0,67880
164.0,163875
164.0,164575
164.0,63265
164.0,83276
164.0,186728
164.0,70864
164.0,176406
164.0,187025
164.0,71355
164.0,87496
164.0,65385
164.0,203719
164.0,68199
164.0,200732
164.0,170663
164.0,80856
164.0,10157
2.0,10157
164.0,82156
164.0,92059
164.0,73180
164.0,165632
164.0,188019
164.0,81156
164.0,154821
164.0,66736
164.0,80315
164.0,71718
164.0,31460
164.0,65041
1.0,68196
144.0,205723
2.0,171745
144.0,104396
2.0,11698
164.0,11698
144.0,28043
144.0,11698
5.0,28043
224.0,11698
144.0,10139
144.0,60200
144.0,19533
224.0,19533
144.0,20735
2.0,20735
144.0,125938
2.0,125938
144.0,10164
2.0,10164
144.0,61742
2.0,91036
144.0,91036
5.0,21089
1.0,200538
104.0,205749
104.0,27543
104.0,58999
2.0,168326
2.0,179283
2.0,166139
2.0,200379
2.0,203751
2.0,91322
2.0,19356
2.0,168476
2.0,99976
2.0,182920
2.0,27114
2.0,100336
2.0,58021
2.0,179379
2.0,166233
2.0,95079
2.0,166470
2.0,172702
2.0,69856
2.0,19301
2.0,168189
2.0,171362
2.0,95976
2.0,166606
2.0,123134
2.0,169688
2.0,166605
2.0,153937
2.0,166780
124.0,117757
2.0,184465
2.0,117757
2.0,166975
2.0,152426
2.0,153209
2.0,152423
2.0,195492
2.0,171355
2.0,194437
2.0,58017
2.0,62820
2.0,168425
2.0,136565
2.0,194992
2.0,30611
2.0,171354
2.0,196780
2.0,193108
2.0,133537
2.0,156646
2.0,193215
2.0,164116
2.0,69645
2.0,193827
2.0,189271
2.0,182726
2.0,73758
2.0,166230
2.0,78095
2.0,180423
2.0,166787
2.0,160105
2.0,166536
2.0,166974
2.0,190206
2.0,19190
2.0,192845
2.0,167263
2.0,173275
2.0,181286
2.0,159224
2.0,189826
2.0,194964
2.0,183300
2.0,19477
2.0,90556
2.0,155621
2.0,166129
2.0,190185
2.0,196102
2.0,196669
2.0,197644
2.0,196898
2.0,30578
2.0,197098
2.0,179418
2.0,198089
2.0,198314
2.0,198261
2.0,198418
2.0,198609
2.0,19582
2.0,199191
2.0,198283
2.0,199508
2.0,199065
2.0,199073
2.0,199750
2.0,199876
2.0,175183
2.0,195785
2.0,167648
2.0,170098
2.0,88938
2.0,197863
2.0,200147
2.0,200382
2.0,200446
2.0,200467
2.0,170246
2.0,201097
2.0,170237
2.0,201467
2.0,92738
2.0,171276
2.0,194984
2.0,166979
2.0,166819
2.0,79424
2.0,123321
2.0,166951
2.0,86425
2.0,19590
2.0,199069
2.0,199560
2.0,89857
2.0,150517
2.0,57455
2.0,179359
2.0,171368
2.0,30558
2.0,180286
2.0,170102
2.0,198936
2.0,35299
2.0,177110
2.0,181498
2.0,178325
2.0,181356
2.0,166594
2.0,166063
2.0,189086
2.0,183031
2.0,171252
2.0,152424
2.0,194534
2.0,90696
2.0,59637
2.0,166816
2.0,194183
2.0,198179
2.0,114476
2.0,173418
2.0,193305
2.0,193404
2.0,167515
2.0,167485
2.0,193460
2.0,30562
2.0,170179
2.0,164759
2.0,19176
2.0,176681
2.0,194680
2.0,192968
2.0,168312
2.0,195681
2.0,199222
2.0,62817
2.0,167651
2.0,200064
2.0,30248
2.0,196690
144.0,196690
2.0,199053
2.0,192952
2.0,161748
2.0,192473
2.0,180289
2.0,192492
2.0,177714
2.0,176980
2.0,154883
2.0,189602
2.0,189270
2.0,167316
2.0,70576
2.0,192850
2.0,29493
2.0,88696
2.0,58103
2.0,123839
2.0,192557
2.0,19202
2.0,65534
2.0,157188
2.0,199146
2.0,19192
2.0,30568
2.0,201661
2.0,183489
2.0,155614
2.0,30670
2.0,200634
2.0,19414
2.0,184595
2.0,31201
2.0,19586
2.0,19611
2.0,178973
2.0,195636
2.0,19606
2.0,197453
2.0,191759
2.0,77164
2.0,19046
144.0,19046
1.0,158897
2.0,95157
2.0,160229
2.0,158897
144.0,19597
2.0,30554
2.0,19597
144.0,193624
2.0,19596
124.0,19596
2.0,193624
2.0,71756
144.0,71756
224.0,71756
2.0,202146
2.0,200378
2.0,202233
2.0,202394
2.0,202598
2.0,203111
2.0,203283
2.0,202952
2.0,160348
2.0,171089
2.0,202269
2.0,203486
2.0,170851
2.0,19622
2.0,203566
2.0,203568
2.0,171281
2.0,203617
2.0,203662
2.0,203761
2.0,193457
2.0,167306
2.0,195680
2.0,203572
2.0,203899
2.0,204316
2.0,204371
2.0,204420
2.0,136607
2.0,83479
2.0,191998
2.0,203901
2.0,203931
2.0,204300
2.0,203621
2.0,204664
2.0,204666
2.0,204575
2.0,204718
2.0,204728
2.0,204716
1.0,204716
2.0,165750
2.0,204780
2.0,204799
1.0,202749
1.0,205837
1.0,201158
1.0,199934
5.0,21094
5.0,21272
5.0,68867
5.0,205636
5.0,205667
5.0,57556
5.0,117676
5.0,133539
5.0,205718
144.0,29978
5.0,205558
5.0,192533
5.0,205719
5.0,205760
2.0,106797
144.0,29964
144.0,30018
1.0,30018
1.0,205810
1.0,205860
104.0,88617
1.0,205868
2.0,197059
2.0,137832
5.0,205799
5.0,205891
2.0,165957
2.0,167322
2.0,166976
2.0,159594
2.0,191246
2.0,152427
2.0,165955
2.0,164623
2.0,194583
2.0,193916
2.0,199223
2.0,174637
2.0,177699
2.0,182704
2.0,167136
2.0,200638
2.0,177386
2.0,203878
2.0,203813
2.0,65588
2.0,167650
2.0,203425
2.0,203446
2.0,168878
2.0,204515
2.0,193061
2.0,171313
2.0,194416
2.0,170688
2.0,166655
2.0,180427
2.0,195678
2.0,200762
2.0,200764
2.0,189269
2.0,19230
2.0,54921
2.0,180429
2.0,160756
2.0,171215
2.0,201030
2.0,198288
2.0,188447
2.0,192963
2.0,192597
2.0,199833
2.0,198641
2.0,195332
2.0,170283
2.0,201319
2.0,191141
2.0,176670
2.0,199779
5.0,199779
2.0,98758
2.0,200193
2.0,181888
2.0,202042
2.0,197119
2.0,196025
2.0,94725
2.0,200760
2.0,194179
2.0,96096
2.0,183976
2.0,200136
2.0,195259
2.0,70558
2.0,172121
2.0,168478
2.0,200144
2.0,166533
2.0,200214
2.0,126260
224.0,126260
2.0,203452
2.0,190647
2.0,196352
2.0,159499
2.0,78961
2.0,85276
2.0,80115
2.0,169057
2.0,190861
2.0,201549
2.0,167647
2.0,203862
2.0,204538
2.0,134297
2.0,203280
2.0,201351
2.0,200981
2.0,201020
2.0,137833
2.0,200381
2.0,166784
2.0,200383
2.0,169326
2.0,191204
2.0,168800
2.0,167594
2.0,200384
2.0,197352
2.0,201470
2.0,200380
2.0,167113
2.0,95176
2.0,189942
2.0,179689
2.0,136819
2.0,10209
2.0,166659
2.0,178851
2.0,78940
2.0,197925
2.0,199987
2.0,194182
2.0,140115
2.0,182410
2.0,124867
2.0,170238
2.0,79155
2.0,124866
2.0,120038
2.0,10198
2.0,89036
2.0,196938
2.0,196613
2.0,166947
2.0,166317
2.0,200133
2.0,153679
2.0,129980
2.0,197941
2.0,195316
2.0,177639
2.0,204514
2.0,197613
2.0,197795
2.0,137862
2.0,171250
2.0,197492
2.0,119316
2.0,199491
2.0,180428
2.0,79635
2.0,193713
2.0,170307
2.0,78938
2.0,200801
2.0,136325
2.0,133888
2.0,196897
2.0,167309
2.0,202421
2.0,196896
2.0,202419
2.0,170690
2.0,167606
2.0,168237
2.0,193878
2.0,199623
2.0,202389
2.0,193062
2.0,194682
2.0,166249
2.0,192491
2.0,195834
2.0,193456
2.0,189944
2.0,204536
2.0,192316
2.0,194412
2.0,192438
2.0,121418
2.0,197645
2.0,204742
2.0,197701
2.0,203902
2.0,194887
2.0,203219
2.0,201342
2.0,166602
2.0,168718
2.0,171659
2.0,154924
2.0,174585
2.0,196621
2.0,201469
2.0,197097
2.0,192319
2.0,192320
2.0,193778
2.0,193779
2.0,203539
2.0,193775
2.0,193777
2.0,193772
2.0,166661
2.0,193875
2.0,193771
2.0,193780
2.0,193781
2.0,193774
2.0,193773
2.0,166225
2.0,203618
2.0,203398
2.0,190212
2.0,119378
2.0,181287
2.0,152823
2.0,198336
2.0,199799
2.0,192555
2.0,199535
2.0,169101
2.0,165513
2.0,164088
2.0,199552
2.0,199096
2.0,193038
2.0,194086
2.0,186697
2.0,196567
2.0,201120
2.0,197379
2.0,197675
2.0,166756
2.0,166755
2.0,19075
2.0,202087
2.0,177441
2.0,166218
2.0,193131
2.0,154264
2.0,154265
2.0,87677
2.0,27091
2.0,166789
2.0,173987
2.0,173428
2.0,129782
2.0,199897
2.0,171388
2.0,71638
2.0,167139
2.0,88936
2.0,72778
2.0,19220
2.0,194246
2.0,168436
2.0,169216
2.0,171090
2.0,195047
2.0,195642
2.0,197210
2.0,188584
2.0,167480
2.0,167265
2.0,166761
2.0,166328
2.0,203748
2.0,195641
2.0,196280
2.0,192417
2.0,200758
2.0,197865
2.0,165629
2.0,186479
2.0,201493
2.0,87679
2.0,200023
2.0,78058
2.0,133881
2.0,177404
2.0,165630
2.0,36521
2.0,172047
2.0,168250
2.0,77479
2.0,19416
2.0,168799
2.0,156951
2.0,166760
2.0,201076
2.0,28190
2.0,193909
2.0,171356
2.0,169714
2.0,166338
2.0,72921
2.0,176682
2.0,79597
2.0,79615
2.0,187633
2.0,203284
2.0,166448
2.0,165628
2.0,193712
2.0,159928
2.0,164224
2.0,169179
2.0,201622
124.0,201622
2.0,198456
2.0,176015
2.0,175449
2.0,199526
2.0,199545
2.0,199528
2.0,166595
2.0,19460
2.0,204258
2.0,198417
2.0,181759
2.0,72827
2.0,168233
2.0,173945
2.0,167512
2.0,198295
2.0,173097
2.0,100736
2.0,199167
2.0,200534
2.0,154250
2.0,93198
2.0,204479
2.0,204193
2.0,186862
2.0,204486
2.0,192969
2.0,189945
2.0,198229
2.0,175716
2.0,198294
2.0,181901
2.0,172383
2.0,175737
2.0,166322
2.0,127764
2.0,199098
2.0,203661
2.0,195143
2.0,203657
2.0,203808
2.0,198611
2.0,204115
2.0,204131
2.0,204537
2.0,197862
2.0,204685
2.0,19068
2.0,203811
2.0,166599
2.0,203809
2.0,203775
2.0,195634
2.0,169344
2.0,129874
2.0,193900
2.0,19478
2.0,203660
2.0,101336
2.0,130059
2.0,179246
2.0,198290
2.0,199529
2.0,137116
2.0,193889
2.0,179535
2.0,199634
2.0,167305
2.0,204463
2.0,85657
2.0,200765
2.0,201557
2.0,204422
2.0,200927
2.0,112357
2.0,92758
2.0,126077
2.0,203658
2.0,175275
2.0,152425
2.0,198620
2.0,95076
2.0,201655
2.0,203701
2.0,139652
2.0,152428
2.0,180425
2.0,174085
2.0,194181
2.0,171384
2.0,126659
2.0,154896
124.0,126659
2.0,199657
2.0,194415
2.0,194216
2.0,112336
2.0,193987
2.0,104636
2.0,195347
2.0,31344
2.0,170105
2.0,172516
2.0,200930
2.0,193063
2.0,197861
2.0,200716
2.0,195567
2.0,200588
2.0,194963
2.0,200763
2.0,199686
2.0,169638
2.0,195517
2.0,194214
2.0,195522
2.0,166777
2.0,203379
2.0,196354
2.0,197121
2.0,197122
2.0,197364
2.0,160320
2.0,166665
2.0,204496
2.0,169636
2.0,166950
2.0,201623
2.0,23277
2.0,194890
2.0,198260
2.0,197140
2.0,168817
2.0,194535
2.0,99418
2.0,166592
2.0,176374
2.0,202655
2.0,194413
2.0,204117
2.0,167308
2.0,201324
2.0,19385
2.0,179521
2.0,166464
2.0,192130
2.0,202016
2.0,178321
2.0,104897
2.0,166794
2.0,168315
2.0,76357
2.0,186863
2.0,199967
2.0,19226
2.0,174725
2.0,178327
2.0,176954
2.0,167677
2.0,203501
2.0,198393
2.0,123917
2.0,193217
2.0,77735
2.0,194184
2.0,179725
2.0,198347
2.0,203620
2.0,129603
2.0,169637
2.0,202885
2.0,197801
2.0,202061
2.0,203890
2.0,199705
2.0,203704
2.0,175184
2.0,195120
2.0,169338
2.0,166731
2.0,136289
2.0,193672
2.0,197365
2.0,167272
2.0,195679
2.0,164241
2.0,196282
2.0,168801
2.0,197388
2.0,193741
2.0,196351
2.0,196916
2.0,204588
2.0,198348
2.0,197572
2.0,202914
2.0,170847
2.0,59758
2.0,194414
2.0,194454
2.0,90677
2.0,161602
2.0,193264
2.0,130046
2.0,169183
2.0,164991
2.0,168310
2.0,19617
2.0,167520
2.0,203812
2.0,166326
2.0,199566
2.0,109436
2.0,180361
2.0,180285
2.0,69800
2.0,165358
2.0,157581
2.0,93597
2.0,168876
2.0,169720
2.0,194396
2.0,168662
2.0,166232
2.0,160614
2.0,197819
2.0,155154
2.0,167610
2.0,97116
2.0,194268
2.0,171378
2.0,170692
2.0,194627
2.0,95080
2.0,19146
2.0,129840
2.0,166985
2.0,166027
2.0,149914
2.0,166987
2.0,77285
2.0,166600
2.0,170329
2.0,167267
2.0,164363
2.0,199454
2.0,76518
2.0,199564
2.0,166319
2.0,166532
2.0,170848
2.0,166666
2.0,170330
2.0,168875
2.0,199722
2.0,167670
2.0,114776
2.0,166324
2.0,187499
2.0,203154
2.0,166318
2.0,166468
2.0,193535
2.0,134274
144.0,134274
2.0,192455
2.0,166981
2.0,197608
2.0,166321
2.0,193515
2.0,168441
2.0,195267
2.0,204756
2.0,198519
2.0,197396
2.0,197715
2.0,203055
2.0,167323
2.0,197998
2.0,19413
2.0,197864
2.0,192965
2.0,198106
2.0,170577
2.0,202017
2.0,166663
2.0,176454
2.0,171283
2.0,158494
2.0,127762
2.0,169345
2.0,136259
2.0,200761
2.0,167130
2.0,167476
2.0,198232
2.0,19081
2.0,156972
2.0,199781
2.0,195428
2.0,194629
2.0,202499
2.0,167600
2.0,168445
2.0,199906
2.0,199786
2.0,201978
2.0,197643
2.0,193266
2.0,203870
2.0,166316
2.0,200802
2.0,168663
2.0,199188
2.0,201322
2.0,200613
2.0,202188
2.0,97136
2.0,194630
2.0,201149
2.0,201297
2.0,166332
2.0,201323
2.0,201172
2.0,164364
2.0,201372
2.0,203352
1.0,203352
2.0,167312
2.0,203659
2.0,176059
2.0,202420
2.0,178824
2.0,202281
2.0,201370
2.0,199190
2.0,91856
2.0,195635
2.0,169966
2.0,200117
2.0,168811
2.0,169967
2.0,202088
2.0,167592
2.0,19222
2.0,110156
2.0,189152
2.0,184077
2.0,183975
2.0,167313
2.0,192848
2.0,184019
2.0,184020
2.0,193673
2.0,180287
2.0,166977
2.0,87116
2.0,192804
2.0,194157
2.0,202050
2.0,194158
2.0,184021
2.0,194889
2.0,184023
2.0,203431
2.0,182705
2.0,203619
2.0,181142
2.0,170248
2.0,170242
2.0,170251
2.0,170249
2.0,167090
2.0,167089
2.0,203428
2.0,165215
2.0,194923
2.0,177030
2.0,192596
2.0,193951
2.0,203810
2.0,192558
2.0,192556
2.0,194156
2.0,178722
2.0,203292
2.0,203309
2.0,192598
2.0,197623
2.0,197598
2.0,197610
2.0,197611
2.0,203320
2.0,197703
2.0,197612
2.0,88877
2.0,197609
2.0,198202
2.0,170259
2.0,197562
2.0,160116
2.0,198587
2.0,171373
2.0,204719
2.0,198488
2.0,129997
2.0,171290
2.0,199683
2.0,199687
2.0,204561
2.0,199827
5.0,199827
2.0,199832
2.0,166138
2.0,200689
2.0,170250
2.0,171180
2.0,188452
2.0,201926
2.0,169333
2.0,198461
2.0,166972
2.0,202713
2.0,169960
2.0,139621
2.0,203483
2.0,167517
2.0,204114
2.0,182121
2.0,171371
2.0,161860
2.0,181921
124.0,70515
124.0,23855
124.0,205614
5.0,136816
1.0,171213
224.0,194665
2.0,183490
2.0,19247
2.0,19344
2.0,39845
2.0,75318
2.0,87945
2.0,104096
2.0,166654
2.0,107276
2.0,136671
2.0,166759
2.0,189114
2.0,196899
2.0,192911
2.0,200675
2.0,200676
2.0,200677
2.0,201242
2.0,204882
2.0,204907
2.0,204925
2.0,204941
2.0,204924
2.0,204984
2.0,204985
2.0,205021
2.0,205066
2.0,205159
2.0,205161
2.0,205160
2.0,205219
2.0,205270
2.0,205412
2.0,205326
2.0,205422
2.0,205425
2.0,205458
2.0,205478
2.0,205500
2.0,205556
2.0,205575
2.0,205584
2.0,205660
2.0,205790
2.0,205706
2.0,205784
2.0,205813
2.0,206015
1.0,206048
5.0,206095
5.0,206111
224.0,200670
5.0,206189
1.0,204228
1.0,206258
5.0,21222
224.0,201653
1.0,181613
1.0,204679
5.0,21061
5.0,161177
5.0,68022
5.0,138118
5.0,168385
144.0,30016
5.0,176187
5.0,70297
5.0,152882
5.0,72104
5.0,158865
5.0,206156
5.0,158357
5.0,158504
5.0,68316
5.0,21051
5.0,93236
5.0,124078
124.0,206557
124.0,62777
124.0,23100
124.0,23460
124.0,39783
124.0,23289
124.0,23544
124.0,23533
124.0,23409
124.0,23492
124.0,202921
124.0,23534
124.0,23542
124.0,203078
124.0,202529
124.0,23982
124.0,204853
124.0,193174
124.0,23456
124.0,204609
124.0,205190
124.0,166091
124.0,77358
5.0,21196
124.0,30935
124.0,204961
124.0,23385
124.0,168974
124.0,193113
124.0,205032
124.0,66293
124.0,182229
124.0,203388
124.0,23503
124.0,205275
124.0,23504
124.0,23227
124.0,205321
124.0,205304
124.0,202358
124.0,23470
124.0,23245
124.0,23525
124.0,64143
124.0,173300
124.0,23416
124.0,23382
124.0,23443
124.0,168156
124.0,205384
124.0,23463
124.0,23529
124.0,23462
124.0,205149
124.0,31284
124.0,23657
124.0,23397
124.0,204366
124.0,23396
124.0,23417
124.0,191441
124.0,170617
124.0,170607
124.0,23819
124.0,205399
124.0,205745
124.0,204418
2.0,204418
124.0,205786
124.0,72662
124.0,205710
124.0,23497
124.0,205690
124.0,175835
124.0,85976
124.0,205806
124.0,23204
124.0,205959
124.0,163986
124.0,206079
124.0,193114
124.0,206206
124.0,23479
124.0,206391
124.0,190971
124.0,64973
124.0,170613
124.0,181205
124.0,69993
124.0,40183
144.0,200728
2.0,206563
5.0,124080
5.0,206341
5.0,21176
1.0,206570
5.0,171332
124.0,206513
1.0,206672
5.0,206454
1.0,206674
1.0,206673
2.0,206673
1.0,206666
1.0,206643
1.0,206769
1.0,206742
5.0,75679
5.0,56760
5.0,175720
5.0,72179
5.0,71277
5.0,70378
5.0,72218
5.0,206260
5.0,175721
5.0,179659
5.0,75621
5.0,206825
5.0,205811
5.0,206826
5.0,10813
144.0,10813
2.0,10813
5.0,206484
2.0,193263
2.0,171284
2.0,206367
2.0,206400
2.0,169717
2.0,205960
2.0,183978
2.0,169340
2.0,204720
2.0,167605
2.0,205981
2.0,64244
2.0,206142
2.0,178890
2.0,176748
2.0,206416
2.0,206049
2.0,166136
2.0,206542
2.0,205893
2.0,206647
2.0,206344
2.0,127577
2.0,206345
2.0,192967
2.0,176129
2.0,19520
2.0,20737
144.0,20737
2.0,163933
2.0,181626
2.0,172588
2.0,172589
2.0,172565
2.0,190213
2.0,189744
2.0,178493
2.0,180620
2.0,136248
2.0,155041
2.0,168241
2.0,167426
2.0,19509
2.0,190144
2.0,166601
2.0,175600
2.0,193459
2.0,170850
2.0,179711
2.0,172235
2.0,193060
2.0,178431
2.0,167602
2.0,170253
2.0,178460
2.0,192314
2.0,190209
2.0,177509
2.0,166754
2.0,136608
2.0,169180
2.0,169328
2.0,161895
2.0,94536
2.0,19236
2.0,177387
2.0,168806
2.0,178324
2.0,187500
2.0,177425
2.0,153234
2.0,139847
2.0,178326
2.0,130061
2.0,176710
2.0,130062
2.0,89936
2.0,187042
2.0,186865
2.0,169331
2.0,167475
2.0,164774
2.0,176196
2.0,168956
2.0,168599
2.0,179208
2.0,194628
2.0,19085
144.0,173473
2.0,19235
2.0,59920
2.0,166604
2.0,173473
2.0,193058
2.0,80237
2.0,85476
2.0,174561
2.0,110516
2.0,168479
2.0,168719
2.0,127437
2.0,23278
2.0,176569
2.0,61857
2.0,166330
2.0,164773
2.0,178319
2.0,179971
2.0,164776
2.0,169189
2.0,166469
2.0,179968
2.0,168873
2.0,181143
2.0,166752
2.0,180141
2.0,175403
2.0,193520
2.0,90576
2.0,183977
2.0,168234
2.0,171366
2.0,194957
2.0,114437
2.0,168480
2.0,192625
2.0,188287
2.0,182826
2.0,127618
2.0,172181
2.0,172198
2.0,165971
2.0,170108
2.0,206241
2.0,138095
2.0,205851
2.0,206306
2.0,196404
2.0,206129
2.0,203710
2.0,205809
2.0,204911
2.0,204721
2.0,205999
2.0,206076
2.0,76384
2.0,205816
2.0,170261
2.0,206171
2.0,203246
224.0,206645
5.0,195903
144.0,205467
5.0,205467
2.0,205467
5.0,10565
144.0,10565
2.0,10565
124.0,206961
124.0,23915
144.0,203820
5.0,206963
1.0,206930
224.0,180650
5.0,173735
144.0,19576
224.0,164737
1.0,207038
2.0,171357
224.0,206337
2.0,206901
2.0,206337
2.0,193216
2.0,92077
224.0,92077
2.0,206975
2.0,165032
224.0,165032
224.0,171867
2.0,206292
2.0,157062
2.0,152421
2.0,171867
2.0,206730
2.0,206098
2.0,205872
2.0,206541
2.0,206684
5.0,205206
2.0,205206
224.0,205206
144.0,205206
2.0,205961
1.0,203681
2.0,206091
2.0,203681
2.0,206244
2.0,206018
2.0,167321
2.0,206043
2.0,205896
2.0,206365
2.0,206097
2.0,206392
2.0,206245
2.0,102036
2.0,206406
2.0,206370
2.0,206169
2.0,206387
2.0,169339
2.0,180028
224.0,180028
2.0,168720
2.0,193876
2.0,194253
2.0,182824
2.0,194631
2.0,184500
2.0,102656
2.0,168098
2.0,78939
2.0,81997
2.0,62198
2.0,182825
2.0,194886
2.0,191172
2.0,180217
2.0,167114
2.0,139655
2.0,62180
2.0,136285
2.0,167269
2.0,169175
2.0,182411
2.0,193576
2.0,19625
2.0,159971
2.0,156957
2.0,160241
2.0,85677
2.0,174934
2.0,179789
124.0,174934
2.0,183330
2.0,206602
2.0,19463
2.0,181661
2.0,178963
2.0,169058
2.0,167304
2.0,166820
2.0,74564
224.0,178891
2.0,166817
2.0,178891
2.0,158336
2.0,185988
2.0,166668
2.0,180362
2.0,174760
2.0,178320
2.0,170575
2.0,137855
2.0,166598
2.0,177622
2.0,121862
5.0,174636
224.0,69364
224.0,197278
224.0,179485
224.0,35928
5.0,207180
5.0,207181
224.0,35711
104.0,200104
104.0,28176
104.0,206733
104.0,206737
104.0,205327
104.0,206441
5.0,207192
104.0,27426
1.0,201016
1.0,207224
1.0,205527
1.0,171416
5.0,207232
124.0,205714
5.0,207269
5.0,207270
144.0,200526
144.0,200453
224.0,197803
5.0,206607
1.0,200163
144.0,29979
1.0,207287
1.0,207244
124.0,23389
