entryid,customerid
144.0,169698
144.0,170475
5.0,170623
144.0,168453
5.0,171069
104.0,171782
1.0,174801
104.0,27777
144.0,170654
5.0,175207
5.0,175575
144.0,176249
144.0,30031
5.0,175442
144.0,177421
104.0,180224
144.0,165356
144.0,168089
144.0,168932
144.0,168909
5.0,169524
5.0,170197
144.0,170176
144.0,169371
144.0,170867
104.0,173211
144.0,28042
144.0,170562
144.0,176487
144.0,167467
1.0,176078
144.0,176124
1.0,176394
144.0,178373
144.0,183413
5.0,164222
144.0,176480
1.0,166184
144.0,166506
144.0,166500
5.0,166077
5.0,166521
5.0,166611
144.0,167297
5.0,166518
5.0,167546
144.0,168465
144.0,168866
144.0,167382
5.0,170231
5.0,169511
224.0,169511
144.0,170215
144.0,170217
104.0,169377
144.0,170381
144.0,171858
104.0,55198
144.0,181214
144.0,181459
5.0,166246
144.0,166259
104.0,166456
5.0,166623
5.0,166625
144.0,167155
5.0,167203
144.0,167683
144.0,168208
144.0,168337
144.0,168693
5.0,171008
5.0,168829
144.0,169823
144.0,170317
1.0,171298
5.0,171155
1.0,171234
1.0,171295
144.0,72465
144.0,171299
1.0,174605
5.0,172177
144.0,30150
104.0,178004
5.0,178141
5.0,174220
5.0,175559
1.0,184739
5.0,184780
144.0,178371
144.0,134167
144.0,166264
5.0,166397
5.0,185021
144.0,164876
5.0,168487
144.0,168540
104.0,166968
144.0,168510
144.0,168201
104.0,169375
104.0,169526
5.0,169166
5.0,173075
144.0,175880
104.0,170094
144.0,171106
5.0,183204
144.0,185692
104.0,177817
144.0,164825
144.0,181172
5.0,165975
144.0,165999
1.0,166061
144.0,165353
5.0,167074
144.0,168736
5.0,168987
144.0,166813
144.0,170700
5.0,171030
144.0,173638
5.0,169517
104.0,176333
1.0,173804
5.0,174219
104.0,177079
5.0,178587
1.0,181763
144.0,182362
144.0,27340
144.0,164822
144.0,164993
144.0,165242
1.0,165323
144.0,165466
144.0,165651
144.0,165725
144.0,167391
144.0,167624
144.0,168286
144.0,169040
144.0,168773
144.0,168764
144.0,168860
5.0,169156
5.0,169305
5.0,169570
144.0,169819
144.0,169914
104.0,171818
104.0,172941
5.0,173174
1.0,175390
5.0,175942
104.0,176291
144.0,177102
5.0,177161
144.0,173519
144.0,30015
1.0,171404
144.0,182706
5.0,185732
144.0,185734
144.0,166045
144.0,167492
144.0,166157
5.0,166204
144.0,166405
144.0,170077
144.0,168650
5.0,169203
104.0,169373
144.0,170088
1.0,172257
144.0,62659
144.0,177082
144.0,113517
144.0,174608
144.0,63770
104.0,177901
104.0,165428
5.0,182785
144.0,185519
144.0,165174
144.0,168935
144.0,166083
5.0,167699
144.0,168862
5.0,174917
144.0,169130
144.0,173119
144.0,121957
144.0,165023
144.0,173595
104.0,177438
144.0,178868
5.0,178868
104.0,178663
5.0,179357
144.0,173601
5.0,178598
5.0,185833
104.0,185841
1.0,171438
1.0,180444
5.0,175801
144.0,176446
1.0,185866
5.0,175664
144.0,164821
104.0,165722
144.0,176660
144.0,176903
144.0,168541
144.0,169015
144.0,166042
5.0,166180
144.0,170708
144.0,170221
5.0,170984
144.0,78156
144.0,174457
5.0,175602
1.0,176014
144.0,167022
144.0,168715
144.0,170178
144.0,168832
5.0,168983
5.0,169681
1.0,171348
5.0,171031
144.0,170449
1.0,171237
1.0,177152
144.0,130136
2.0,177152
5.0,174064
5.0,175717
5.0,176190
144.0,177499
1.0,177871
144.0,179141
144.0,178063
104.0,164849
144.0,177520
144.0,165040
144.0,177810
144.0,165042
144.0,165043
144.0,165044
144.0,165041
144.0,165046
144.0,165047
144.0,166168
144.0,165045
144.0,166584
144.0,166812
144.0,166957
5.0,166199
144.0,168767
104.0,168855
144.0,169033
5.0,168180
144.0,169695
144.0,72464
104.0,165167
144.0,169105
144.0,166080
144.0,166086
144.0,168203
144.0,165350
5.0,169491
5.0,169572
144.0,170376
144.0,168696
5.0,174676
5.0,174696
104.0,28086
144.0,170698
144.0,176044
1.0,177580
5.0,178439
144.0,176022
144.0,118116
5.0,179319
5.0,179320
144.0,178859
1.0,179688
144.0,164975
144.0,166268
144.0,179681
5.0,166515
5.0,166618
5.0,167248
144.0,166258
144.0,167625
5.0,168185
144.0,169029
5.0,167241
5.0,169682
144.0,169997
5.0,170399
5.0,169486
104.0,173940
104.0,173983
5.0,179447
104.0,173755
144.0,166489
144.0,166738
104.0,166970
144.0,62052
144.0,167019
144.0,167693
1.0,168450
5.0,168520
5.0,169131
5.0,169251
144.0,169415
144.0,170467
144.0,170865
144.0,171042
5.0,176493
144.0,179921
5.0,179973
5.0,179974
5.0,166865
104.0,179967
144.0,165998
5.0,166182
5.0,168489
144.0,167065
5.0,168177
144.0,168455
5.0,168977
5.0,168513
144.0,168670
144.0,168788
144.0,170631
5.0,169167
5.0,169169
144.0,170501
104.0,68262
104.0,171796
1.0,169767
104.0,173705
144.0,68262
144.0,169988
144.0,169991
1.0,169802
5.0,170037
144.0,169910
144.0,170085
144.0,170090
5.0,170117
144.0,170082
5.0,170204
5.0,170277
144.0,170327
144.0,170115
144.0,170629
144.0,170707
144.0,170925
144.0,170566
5.0,171094
5.0,171067
5.0,171152
144.0,171107
144.0,171624
144.0,171820
1.0,171879
144.0,165578
144.0,165997
5.0,167235
5.0,167238
5.0,167246
5.0,167411
144.0,168200
144.0,168840
144.0,168463
5.0,168491
144.0,168682
144.0,170564
144.0,169150
5.0,169432
5.0,170412
144.0,29877
5.0,171023
1.0,171402
5.0,172900
2.0,30072
104.0,174090
144.0,59957
144.0,177349
144.0,30072
5.0,181025
5.0,181027
144.0,30284
5.0,180918
104.0,27851
5.0,182128
1.0,172580
144.0,181266
5.0,166201
144.0,167069
144.0,183734
144.0,167301
144.0,30214
5.0,168980
144.0,127940
144.0,166192
5.0,168485
144.0,175879
144.0,176287
144.0,67607
104.0,173081
144.0,27338
5.0,181030
144.0,164579
5.0,174180
144.0,82256
144.0,167352
5.0,174077
5.0,168119
144.0,168900
104.0,174679
144.0,166396
144.0,170909
104.0,171817
5.0,169945
1.0,170028
1.0,172570
144.0,71346
144.0,136008
5.0,179637
144.0,10668
1.0,10668
144.0,179550
144.0,181722
5.0,180070
144.0,182495
104.0,180474
1.0,181158
144.0,72829
144.0,166267
5.0,183399
5.0,183400
144.0,167300
144.0,167679
104.0,166343
5.0,167210
1.0,169624
144.0,169825
104.0,168893
5.0,169519
5.0,173726
104.0,27987
5.0,170209
144.0,170473
144.0,164878
144.0,165656
144.0,133858
144.0,175199
144.0,168532
144.0,168713
144.0,166368
144.0,170446
144.0,166401
104.0,177258
144.0,178621
5.0,178597
144.0,126397
144.0,179388
104.0,179561
144.0,178714
144.0,179300
5.0,180322
144.0,175361
104.0,176599
144.0,182179
144.0,182365
5.0,181654
5.0,182381
5.0,181982
1.0,164693
144.0,164848
144.0,166737
1.0,183605
5.0,167211
144.0,167387
144.0,168784
144.0,166955
144.0,168845
104.0,168845
144.0,169014
144.0,168844
5.0,169053
5.0,169159
144.0,169197
5.0,169205
144.0,169145
144.0,169148
144.0,59777
5.0,169943
5.0,170041
144.0,170702
1.0,176189
144.0,59246
144.0,27622
104.0,175976
144.0,165173
144.0,177037
144.0,30088
5.0,164709
5.0,166880
144.0,166392
144.0,166504
104.0,166741
5.0,167700
5.0,167081
5.0,167201
5.0,167236
144.0,169736
144.0,168769
5.0,170229
144.0,168839
5.0,169304
5.0,171920
144.0,69855
144.0,170597
144.0,171907
104.0,180219
144.0,180884
1.0,179537
1.0,179628
5.0,181439
5.0,181595
5.0,180955
5.0,183040
104.0,181390
104.0,166210
144.0,166498
5.0,166621
144.0,164148
5.0,169579
5.0,174442
104.0,176204
5.0,168484
144.0,177357
104.0,177357
144.0,177804
144.0,109926
144.0,177890
144.0,56655
104.0,177417
144.0,178003
104.0,178005
5.0,178012
144.0,178062
1.0,178375
5.0,178395
144.0,178459
144.0,178461
104.0,180940
144.0,164580
144.0,165172
144.0,168975
5.0,166616
1.0,167167
144.0,168789
144.0,170630
144.0,170172
5.0,170201
104.0,170500
1.0,172530
5.0,170986
5.0,171025
104.0,27511
5.0,179355
1.0,175817
1.0,172573
1.0,177345
144.0,177501
5.0,177830
5.0,179747
5.0,175941
1.0,175985
104.0,181996
5.0,182927
104.0,180282
104.0,181616
144.0,122938
5.0,183240
5.0,183024
5.0,183034
5.0,183370
5.0,183371
5.0,183368
5.0,183369
1.0,166357
144.0,166814
5.0,183372
144.0,165478
144.0,168209
144.0,168688
144.0,167384
144.0,167383
5.0,169201
144.0,169732
5.0,168978
144.0,169013
5.0,170989
5.0,170967
5.0,170406
5.0,171098
5.0,170871
144.0,97621
5.0,177287
144.0,136744
144.0,178593
144.0,178666
144.0,29865
144.0,177356
5.0,178855
144.0,178940
144.0,178798
104.0,178800
1.0,179159
1.0,179179
5.0,178999
144.0,27069
5.0,179000
144.0,179390
5.0,179503
104.0,179529
144.0,179292
5.0,168635
144.0,168933
5.0,169211
5.0,164355
144.0,170093
144.0,170459
5.0,171072
1.0,169770
144.0,115058
144.0,29901
1.0,178027
5.0,171068
1.0,180204
5.0,181506
5.0,179641
5.0,181769
5.0,181767
5.0,181768
1.0,182802
5.0,181770
5.0,183134
144.0,182073
1.0,172503
5.0,183166
5.0,183135
5.0,183165
144.0,168699
144.0,165582
5.0,169052
144.0,167017
5.0,167329
5.0,170039
144.0,170479
144.0,169905
5.0,170043
1.0,172097
104.0,172608
5.0,170982
5.0,171022
144.0,105016
144.0,176819
144.0,65489
144.0,175712
5.0,179723
5.0,179740
5.0,178705
144.0,179779
1.0,179534
5.0,179862
5.0,179863
1.0,166762
5.0,179785
144.0,167388
144.0,167381
144.0,167493
5.0,166907
5.0,168380
5.0,168384
144.0,168464
5.0,168383
5.0,169296
144.0,175085
1.0,179965
144.0,168795
1.0,181009
144.0,165224
144.0,166084
144.0,166159
144.0,166156
1.0,166568
144.0,169413
144.0,168907
5.0,169200
5.0,169350
144.0,116596
144.0,169970
144.0,30184
1.0,171321
104.0,177322
144.0,176121
1.0,176372
1.0,176707
104.0,165929
5.0,178042
144.0,165175
144.0,165328
5.0,167077
144.0,166132
5.0,167613
144.0,166371
1.0,166653
144.0,168867
5.0,169272
1.0,168522
144.0,168842
144.0,169916
144.0,169990
5.0,169514
104.0,170152
144.0,169549
104.0,170224
104.0,170443
144.0,170472
144.0,170173
5.0,176338
144.0,177731
144.0,170560
1.0,181500
144.0,165416
5.0,179411
144.0,166043
144.0,180212
104.0,27335
144.0,168284
144.0,168461
1.0,166018
5.0,175715
144.0,178064
5.0,177816
144.0,170081
144.0,180546
1.0,181247
144.0,181487
104.0,180187
1.0,182932
5.0,166612
144.0,167024
1.0,182341
144.0,167156
144.0,168740
5.0,168979
5.0,169300
104.0,169617
144.0,169649
144.0,170030
5.0,171011
104.0,171245
1.0,171435
5.0,172475
2.0,172475
104.0,172378
1.0,175404
5.0,181821
1.0,179526
1.0,181762
144.0,181789
144.0,164620
144.0,181987
144.0,182723
5.0,164185
144.0,119418
144.0,165140
144.0,168667
144.0,165973
5.0,168488
144.0,169103
5.0,169250
144.0,168869
144.0,169031
144.0,177809
144.0,178482
104.0,177803
144.0,180889
5.0,183043
144.0,168745
104.0,165521
144.0,166161
5.0,168505
144.0,169710
144.0,168790
5.0,169006
5.0,169505
144.0,173458
144.0,170456
144.0,172655
144.0,173101
5.0,180179
144.0,176238
144.0,178372
104.0,178712
144.0,182401
144.0,180519
1.0,182218
1.0,182280
1.0,167164
5.0,182769
144.0,183287
144.0,165658
104.0,175736
5.0,167199
5.0,168374
144.0,113776
104.0,180306
1.0,178662
144.0,178948
144.0,179549
5.0,183126
5.0,180802
5.0,180803
5.0,180805
144.0,166495
144.0,183285
144.0,165756
5.0,166306
5.0,169299
144.0,167390
144.0,170478
5.0,168224
144.0,168698
5.0,174245
5.0,174643
1.0,172509
144.0,174132
104.0,177420
144.0,177679
144.0,174792
144.0,175713
5.0,182623
5.0,182624
5.0,180365
104.0,180807
1.0,183315
5.0,166254
5.0,182625
144.0,183286
144.0,175521
5.0,178152
144.0,168328
5.0,181382
104.0,175271
5.0,181747
144.0,181850
5.0,164467
5.0,181746
144.0,165480
5.0,166181
144.0,166260
144.0,165198
144.0,167468
144.0,168905
104.0,170151
144.0,166735
5.0,170401
144.0,170706
1.0,172196
144.0,170322
144.0,66897
5.0,175022
144.0,175164
144.0,29861
1.0,175400
144.0,175143
144.0,180560
2.0,175143
1.0,179469
1.0,179753
1.0,181790
144.0,30003
144.0,66065
1.0,30003
2.0,30003
144.0,164573
144.0,165176
5.0,182035
1.0,164377
2.0,167299
1.0,175989
1.0,167282
144.0,30087
144.0,167299
144.0,179389
144.0,179919
144.0,180481
144.0,112476
144.0,166394
144.0,166403
5.0,166627
144.0,182104
5.0,169679
5.0,170202
144.0,170314
144.0,71390
144.0,71881
144.0,188466
1.0,191919
104.0,174612
104.0,188508
5.0,191440
1.0,195919
5.0,193310
144.0,186359
144.0,188811
144.0,189730
144.0,184819
144.0,193445
144.0,195041
1.0,196083
144.0,189731
1.0,187080
144.0,189294
144.0,192269
104.0,186982
144.0,187745
5.0,189259
5.0,189260
104.0,187495
5.0,191140
1.0,192589
5.0,196191
5.0,196236
5.0,196336
1.0,187171
144.0,187390
144.0,189508
144.0,192344
104.0,184055
104.0,188654
5.0,191085
144.0,193010
2.0,190656
144.0,185991
104.0,189740
144.0,190111
144.0,190656
5.0,184488
144.0,190661
144.0,27408
5.0,184487
104.0,190480
5.0,184489
144.0,187872
144.0,189701
1.0,192607
144.0,192482
144.0,192739
5.0,189679
5.0,188060
1.0,186619
1.0,186821
5.0,188059
5.0,188064
5.0,188061
5.0,188065
5.0,188062
5.0,188063
2.0,193761
144.0,187098
144.0,193360
144.0,193761
144.0,192553
5.0,194522
5.0,187322
144.0,192586
104.0,186914
144.0,187611
1.0,192718
144.0,134142
144.0,186940
144.0,187607
1.0,192595
5.0,193099
5.0,185296
144.0,188152
1.0,191912
144.0,194918
104.0,194252
5.0,186778
144.0,188271
144.0,191943
1.0,188895
144.0,189013
104.0,189188
104.0,189723
144.0,192270
1.0,194715
1.0,196671
104.0,190313
104.0,196965
5.0,196967
5.0,196983
5.0,196922
5.0,186362
5.0,189095
5.0,189096
5.0,186361
144.0,193504
144.0,193613
104.0,196405
144.0,168697
5.0,197207
144.0,63036
5.0,186601
104.0,196744
1.0,189050
144.0,191900
144.0,193562
144.0,188347
1.0,184283
144.0,187389
144.0,187610
144.0,195710
1.0,191002
5.0,195343
5.0,192857
144.0,192858
144.0,193397
144.0,196798
5.0,197160
5.0,190672
1.0,193881
1.0,194499
144.0,195769
144.0,190839
144.0,197329
144.0,197664
1.0,189349
1.0,193450
144.0,188288
5.0,191305
1.0,191981
5.0,193596
144.0,193923
144.0,195711
144.0,187747
144.0,189047
5.0,191359
104.0,193678
5.0,196447
5.0,196448
5.0,196449
144.0,197593
5.0,197816
1.0,197883
5.0,185119
144.0,191234
144.0,192416
1.0,192818
144.0,193738
144.0,194260
1.0,186279
144.0,187743
5.0,190704
144.0,190761
5.0,193791
144.0,189034
104.0,190589
1.0,184801
1.0,186901
144.0,193666
1.0,193714
144.0,195568
1.0,122579
5.0,187319
5.0,188646
144.0,194461
1.0,195437
5.0,194539
144.0,188815
1.0,190830
1.0,193314
5.0,192888
144.0,187046
5.0,189255
5.0,192669
104.0,193930
1.0,125457
144.0,191017
104.0,191527
144.0,197502
1.0,197506
144.0,196549
5.0,197498
5.0,197502
5.0,197565
5.0,197558
144.0,197520
104.0,189253
104.0,197750
144.0,197595
104.0,197842
144.0,197630
1.0,197891
5.0,197960
1.0,186662
1.0,197845
1.0,190841
144.0,190843
144.0,191559
104.0,188852
104.0,186339
1.0,194027
104.0,196027
5.0,192224
5.0,191342
144.0,194185
144.0,187323
164.0,163935
5.0,195227
5.0,195228
5.0,194425
5.0,163935
144.0,192016
144.0,192383
144.0,197848
5.0,196566
5.0,192404
5.0,185962
104.0,189268
1.0,196065
5.0,196129
144.0,188982
5.0,186501
104.0,194840
144.0,192592
1.0,193279
144.0,194266
5.0,192294
144.0,188533
144.0,191016
144.0,183967
5.0,193280
5.0,198011
104.0,128658
1.0,191001
1.0,193098
104.0,186033
104.0,187605
5.0,195902
1.0,195540
144.0,196474
104.0,193931
144.0,194710
144.0,191184
5.0,192179
5.0,185107
144.0,190182
5.0,196955
144.0,186820
5.0,196495
5.0,196496
144.0,194283
5.0,188832
1.0,190823
144.0,192359
104.0,196909
5.0,197579
1.0,190838
104.0,193882
104.0,197734
144.0,28038
144.0,192866
1.0,197590
5.0,197019
5.0,197048
1.0,197048
1.0,193700
104.0,197271
5.0,197302
1.0,192495
144.0,190706
2.0,190706
104.0,191659
104.0,197628
144.0,192948
1.0,196016
5.0,196954
1.0,195965
5.0,186330
5.0,192990
1.0,193159
5.0,184029
5.0,196205
1.0,120936
5.0,197810
144.0,189035
104.0,184863
144.0,61547
144.0,188149
5.0,194961
5.0,189810
5.0,193142
104.0,193717
144.0,191781
1.0,195837
144.0,186345
144.0,186704
1.0,171347
5.0,191820
5.0,196265
104.0,197395
5.0,192101
5.0,188177
104.0,74878
144.0,190184
1.0,185982
5.0,192102
5.0,195464
5.0,196342
5.0,195975
5.0,186146
1.0,192760
104.0,194243
144.0,190152
5.0,196571
1.0,191243
144.0,196132
5.0,196324
1.0,197332
104.0,193395
5.0,195076
144.0,194446
144.0,197448
144.0,188436
144.0,191322
104.0,189722
144.0,161394
144.0,187609
144.0,189509
1.0,193764
144.0,191027
1.0,195794
5.0,191047
144.0,191953
5.0,185879
5.0,196693
5.0,196990
1.0,187195
5.0,190459
1.0,190519
5.0,196413
144.0,191731
144.0,188981
144.0,189876
1.0,191390
2.0,195962
5.0,192481
5.0,197043
104.0,192876
104.0,195962
144.0,188979
144.0,189285
144.0,188273
144.0,188812
5.0,192071
1.0,189981
1.0,190141
144.0,191240
144.0,192415
5.0,196937
104.0,189975
144.0,190777
104.0,190926
144.0,192581
144.0,188722
1.0,189097
144.0,194818
5.0,193107
144.0,192879
144.0,186301
144.0,195640
5.0,187668
2.0,195640
5.0,195729
144.0,190048
144.0,193346
144.0,188345
1.0,193609
144.0,188346
104.0,196688
104.0,196936
144.0,197170
104.0,195370
5.0,197397
1.0,197439
144.0,188813
5.0,197373
5.0,188800
144.0,194919
144.0,196852
144.0,187033
144.0,192579
1.0,193355
104.0,196940
1.0,191360
144.0,197264
5.0,197417
5.0,184664
5.0,184665
5.0,189284
144.0,191938
1.0,192527
5.0,194213
104.0,197307
5.0,197416
5.0,188473
5.0,188474
144.0,189055
1.0,172494
144.0,112036
144.0,194497
144.0,197594
5.0,186129
5.0,186130
5.0,190883
104.0,196793
144.0,193587
5.0,189844
2.0,193587
5.0,188284
5.0,189843
5.0,191914
5.0,189845
5.0,189846
1.0,191652
144.0,190153
144.0,195270
5.0,184594
144.0,188772
5.0,194188
144.0,190191
104.0,191460
104.0,193837
1.0,192955
5.0,194430
1.0,195545
144.0,190047
104.0,196617
144.0,193247
144.0,193863
1.0,194119
144.0,197995
144.0,196951
1.0,197481
144.0,197804
144.0,188983
144.0,187744
104.0,189254
1.0,197331
104.0,195904
144.0,189046
5.0,190693
104.0,190970
144.0,194883
144.0,191444
5.0,192349
144.0,193880
1.0,193251
144.0,196023
104.0,196994
144.0,197978
1.0,188625
5.0,193915
144.0,197692
104.0,185361
144.0,190161
144.0,188771
1.0,189423
144.0,189610
144.0,197589
104.0,198205
1.0,192706
144.0,195059
5.0,196838
104.0,197762
104.0,197827
5.0,194433
204.0,120898
144.0,188270
144.0,187628
144.0,189510
5.0,120898
5.0,189803
5.0,189804
144.0,188150
144.0,188534
104.0,196467
144.0,196499
5.0,190461
144.0,190660
144.0,187629
144.0,190046
5.0,196503
1.0,187079
144.0,191564
5.0,190150
144.0,191187
5.0,197132
144.0,193922
144.0,195935
1.0,196992
5.0,189530
5.0,189056
5.0,189057
5.0,189058
144.0,190903
5.0,192379
5.0,197017
144.0,186423
144.0,186507
104.0,186822
144.0,188784
144.0,191935
5.0,192141
5.0,192214
1.0,192609
5.0,193751
144.0,195631
104.0,197237
5.0,190225
1.0,193172
144.0,189934
5.0,197681
5.0,197963
144.0,189638
104.0,191004
5.0,191164
144.0,194524
5.0,194599
5.0,194600
5.0,194601
5.0,194602
5.0,194603
5.0,194604
144.0,196930
2.0,196930
5.0,197299
104.0,197573
104.0,186328
144.0,187626
5.0,196901
104.0,196912
1.0,196975
5.0,196981
144.0,197011
5.0,186729
144.0,187608
144.0,189502
1.0,180462
5.0,187321
5.0,191899
5.0,191959
1.0,196753
144.0,188535
104.0,188628
144.0,190662
144.0,190681
5.0,190699
144.0,191699
104.0,197680
144.0,184189
104.0,190927
144.0,192096
144.0,192880
144.0,198243
144.0,187278
144.0,193633
144.0,186020
1.0,189822
144.0,190049
5.0,192122
5.0,192123
5.0,194267
144.0,198287
104.0,174800
104.0,190439
144.0,190682
144.0,190879
144.0,193194
1.0,195293
5.0,196855
104.0,185682
5.0,191701
5.0,193451
5.0,193452
144.0,193826
5.0,196596
1.0,196894
104.0,190483
104.0,196676
144.0,188272
104.0,188859
144.0,190181
1.0,191392
144.0,190655
2.0,190655
144.0,190954
144.0,194498
5.0,191924
1.0,192256
104.0,193762
144.0,185961
104.0,186273
5.0,186401
5.0,188785
1.0,193252
144.0,188785
144.0,188980
144.0,189977
144.0,184570
144.0,194526
144.0,194936
144.0,197157
5.0,189611
5.0,184577
5.0,186640
144.0,189244
144.0,188151
104.0,191224
1.0,191106
1.0,191242
144.0,194350
144.0,105338
144.0,193860
144.0,190680
1.0,190590
5.0,195712
104.0,195915
144.0,187503
5.0,195418
1.0,191000
144.0,196968
5.0,193607
2.0,196968
224.0,193607
104.0,197648
5.0,188799
144.0,189507
5.0,191200
144.0,192973
104.0,196781
1.0,197636
1.0,192954
1.0,197792
1.0,197967
144.0,187299
144.0,191397
5.0,187320
144.0,191055
1.0,71281
144.0,193614
104.0,194085
5.0,195812
144.0,193246
144.0,196764
5.0,196982
144.0,197114
5.0,191860
144.0,193347
144.0,194695
144.0,187420
144.0,194711
5.0,191861
5.0,192593
1.0,192809
104.0,189741
144.0,196226
144.0,189243
144.0,189245
144.0,198323
5.0,190665
144.0,191203
144.0,198087
1.0,190562
1.0,171444
1.0,171436
104.0,187019
5.0,195009
5.0,192613
5.0,194083
5.0,195008
104.0,195961
5.0,186275
2.0,186275
104.0,181510
5.0,187028
104.0,190658
1.0,190684
2.0,181510
144.0,193192
104.0,196913
104.0,197251
144.0,192868
144.0,57621
1.0,186658
144.0,31145
144.0,192380
5.0,193575
144.0,187180
144.0,190298
104.0,195683
144.0,187032
144.0,194127
144.0,194621
144.0,11731
144.0,190859
144.0,194159
144.0,196202
144.0,186706
5.0,188364
144.0,191916
5.0,186182
1.0,192446
144.0,195110
1.0,197811
144.0,194525
144.0,187627
144.0,189536
144.0,193910
144.0,189511
104.0,196505
5.0,196685
144.0,187265
144.0,192922
144.0,190183
144.0,191700
104.0,192884
144.0,188289
5.0,194429
144.0,196763
1.0,185574
5.0,194270
1.0,189094
5.0,193605
144.0,193824
1.0,186726
5.0,195524
144.0,185901
144.0,186529
144.0,195093
104.0,190860
144.0,193034
144.0,194933
144.0,187421
5.0,195598
144.0,185693
5.0,187029
5.0,187387
144.0,190887
1.0,194935
1.0,187339
5.0,192255
144.0,188814
144.0,188984
5.0,192254
5.0,193104
5.0,193105
144.0,196072
5.0,196905
5.0,197046
144.0,198158
144.0,186422
5.0,189347
104.0,192210
5.0,194259
5.0,194479
5.0,196483
144.0,189501
1.0,193380
144.0,193667
144.0,194041
144.0,194639
5.0,197961
5.0,197962
1.0,191391
1.0,194549
5.0,195083
5.0,195084
5.0,195085
144.0,197959
144.0,188416
104.0,193197
104.0,197085
144.0,189266
104.0,189839
5.0,190422
5.0,192112
5.0,192113
144.0,186705
144.0,186703
144.0,187746
1.0,190068
144.0,194026
144.0,196071
144.0,196637
144.0,184748
5.0,194464
144.0,195351
144.0,195531
2.0,198060
104.0,196911
5.0,197549
104.0,198060
144.0,198257
5.0,198111
144.0,60139
104.0,198195
5.0,198034
144.0,198258
144.0,198291
104.0,28304
144.0,198086
104.0,198262
104.0,198090
5.0,61558
5.0,199691
5.0,167698
5.0,199655
5.0,200321
5.0,142196
5.0,67819
5.0,19563
5.0,199071
5.0,83758
5.0,199434
5.0,64785
2.0,64785
5.0,72219
5.0,158516
5.0,30921
5.0,57617
5.0,198483
5.0,71640
5.0,165523
5.0,198139
5.0,198515
5.0,198627
5.0,198660
5.0,198759
5.0,199704
5.0,198944
5.0,198699
5.0,198661
2.0,198699
5.0,169118
5.0,200003
5.0,200105
5.0,76956
5.0,198327
5.0,169121
5.0,198328
5.0,166864
5.0,198326
5.0,164778
5.0,198184
5.0,198630
5.0,61856
5.0,29408
144.0,61856
5.0,182036
2.0,61856
5.0,182037
5.0,21385
5.0,160768
5.0,160764
5.0,70564
5.0,198421
5.0,198933
5.0,199326
5.0,200151
5.0,157568
5.0,179786
144.0,196266
5.0,179261
1.0,196266
5.0,196266
5.0,64004
2.0,196266
5.0,21078
5.0,179722
5.0,188467
5.0,166228
5.0,198068
5.0,198963
5.0,62421
5.0,196409
2.0,62421
5.0,38494
5.0,19544
5.0,21087
5.0,67614
2.0,10109
5.0,182022
5.0,10109
5.0,67551
144.0,10109
5.0,21254
5.0,67840
5.0,92476
5.0,164799
5.0,21300
5.0,21381
5.0,29649
5.0,169525
5.0,198242
5.0,199327
5.0,198890
5.0,200004
5.0,200217
5.0,187202
5.0,171102
5.0,199692
5.0,179739
5.0,179748
5.0,184726
5.0,184539
5.0,184820
5.0,171096
5.0,181677
5.0,171097
5.0,183167
5.0,184249
5.0,175206
5.0,181745
5.0,21119
5.0,186602
5.0,171073
5.0,171095
5.0,199064
5.0,21130
5.0,21367
5.0,11624
5.0,72438
5.0,199829
5.0,163502
5.0,175564
5.0,68155
5.0,21295
5.0,199385
5.0,199628
5.0,199864
5.0,198679
5.0,180094
5.0,28196
5.0,171009
5.0,176445
5.0,21214
5.0,142159
5.0,142193
5.0,199782
5.0,142160
5.0,142195
5.0,142192
104.0,28213
2.0,28213
104.0,27035
104.0,71958
104.0,138138
104.0,190864
104.0,161780
144.0,1492
204.0,1492
164.0,1492
124.0,1493
1.0,1492
2.0,1492
5.0,1493
224.0,1493
164.0,1493
104.0,1493
204.0,1493
5.0,1492
224.0,1492
124.0,1492
1.0,1493
2.0,1493
2.0,13
5.0,13
1.0,13
104.0,13
224.0,13
124.0,13
144.0,13
204.0,13
164.0,13
104.0,1495
224.0,1495
124.0,1495
144.0,1495
204.0,1495
164.0,1495
1.0,1495
2.0,1495
224.0,1498
104.0,1498
204.0,1498
1.0,1498
144.0,1498
2.0,1498
5.0,1498
164.0,1498
124.0,1499
144.0,1499
104.0,1499
164.0,1499
1.0,1499
204.0,1499
5.0,1499
2.0,1499
2.0,27
104.0,27
5.0,27
224.0,27
124.0,27
144.0,27
204.0,27
164.0,27
1.0,27
104.0,1497
164.0,1497
224.0,1497
1.0,1497
2.0,1497
5.0,1497
144.0,1497
124.0,1497
204.0,1496
1.0,1496
144.0,1496
2.0,1496
5.0,1496
124.0,1496
224.0,1496
104.0,1496
1.0,196466
144.0,166163
144.0,30085
144.0,199681
144.0,103278
144.0,199915
144.0,199574
144.0,122901
1.0,10423
1.0,175751
1.0,10906
1.0,10943
1.0,67024
1.0,75738
1.0,198165
1.0,165923
1.0,60039
2.0,165923
1.0,168348
144.0,76801
1.0,168870
1.0,63401
1.0,171403
1.0,76801
1.0,181246
1.0,187694
1.0,195698
1.0,173077
1.0,10113
1.0,171154
1.0,197333
2.0,176740
1.0,172584
1.0,196859
1.0,176740
1.0,200505
224.0,176740
1.0,75603
1.0,196362
